gender,age,parental_education_level,family_income,daily_study_hours,attendance_rate,sleep_hours,stress_level,motivation_score,private_tutoring,internet_quality,math_score,reading_score,writing_score,pass_fail
Male,18,4,85000.0,4.8,0.912,8.8,4.0,69,False,3,89,72,79,Pass
Female,19,5,50000.0,4.2,0.904,7.1,4.0,67,False,3,79,82,61,Pass
Female,18,1,15000.0,3.4,0.767,8.0,5.0,55,True,3,79,54,70,Pass
Male,18,4,30000.0,3.5,0.913,6.9,4.0,33,False,2,41,51,47,Fail
Male,16,3,55000.0,3.6,0.827,8.5,4.0,51,True,3,64,87,70,Pass
Male,21,2,20000.0,3.7,0.915,,6.0,22,False,2,56,31,49,Fail
Male,18,2,25000.0,3.5,0.823,6.7,6.0,10,False,3,39,28,13,Fail
Female,17,6,55000.0,3.9,0.918,8.0,6.0,46,False,4,45,52,54,Fail
Female,17,3,35000.0,3.0,0.829,7.2,4.0,54,False,4,71,48,38,Fail
Male,18,5,90000.0,3.5,0.811,7.8,6.0,63,False,2,60,67,62,Pass
Male,17,2,20000.0,3.0,0.881,8.4,5.0,48,False,3,34,43,62,Fail
Female,19,2,20000.0,3.1,0.906,8.3,6.0,67,False,4,58,80,86,Pass
Male,16,3,15000.0,3.8,0.839,8.0,3.0,70,False,2,86,65,78,Pass
Male,19,3,15000.0,4.0,0.823,7.7,6.0,39,False,3,56,49,42,Fail
Female,19,1,15000.0,3.6,0.88,8.8,2.0,36,True,3,92,92,83,Pass
Male,16,5,15000.0,4.4,0.937,7.1,5.0,82,False,2,73,93,74,Pass
Male,21,3,60000.0,3.8,0.819,6.7,5.0,40,False,2,40,38,48,Fail
Male,18,2,25000.0,4.3,0.749,7.6,5.0,57,False,3,53,53,59,Fail
Female,18,5,30000.0,6.4,0.924,7.9,4.0,51,False,2,100,95,89,Pass
Male,16,5,45000.0,5.4,0.941,7.2,6.0,53,True,2,71,88,77,Pass
Female,18,5,60000.0,3.9,0.866,6.5,7.0,30,False,2,22,44,37,Fail
Male,18,3,25000.0,3.9,0.926,7.1,6.0,30,False,3,41,42,48,Fail
Male,20,5,60000.0,5.3,0.997,6.0,7.0,30,True,3,78,74,65,Pass
Female,16,2,20000.0,2.8,0.976,8.6,5.0,18,False,2,45,33,33,Fail
Male,15,5,35000.0,4.1,1.0,7.9,5.0,35,False,3,58,58,51,Fail
Male,19,3,40000.0,3.1,0.877,8.3,4.0,48,True,3,69,57,57,Pass
Male,19,5,35000.0,3.5,0.853,9.4,5.0,55,True,4,92,100,74,Pass
Female,19,4,40000.0,4.4,0.937,7.7,5.0,53,True,2,83,78,79,Pass
Male,19,2,30000.0,3.0,0.97,7.9,4.0,48,False,2,58,59,68,Pass
Female,19,3,40000.0,4.3,0.97,8.0,3.0,50,False,3,77,65,78,Pass
Male,21,5,60000.0,4.7,0.923,6.9,4.0,53,False,2,66,69,50,Pass
Male,16,4,50000.0,3.3,0.851,6.9,6.0,36,False,4,40,40,44,Fail
Male,15,2,25000.0,3.1,0.902,7.9,5.0,36,True,3,65,49,70,Pass
Male,22,1,15000.0,2.4,0.794,8.1,6.0,47,False,3,51,35,63,Fail
Female,18,6,75000.0,4.0,0.91,6.6,4.0,38,True,3,72,73,72,Pass
Male,17,5,120000.0,3.9,0.924,7.0,5.0,38,False,3,48,51,57,Fail
Female,15,3,30000.0,3.4,0.931,8.2,4.0,27,False,4,40,63,55,Fail
Male,16,3,80000.0,2.9,0.922,9.3,4.0,42,False,2,60,45,30,Fail
Female,16,3,30000.0,3.7,0.882,7.4,3.0,65,True,2,69,67,100,Pass
Male,18,3,15000.0,3.1,0.868,7.7,6.0,24,False,3,22,42,46,Fail
Female,18,1,15000.0,2.8,0.928,7.7,4.0,48,False,2,67,34,52,Fail
Male,21,2,15000.0,3.7,1.0,7.4,5.0,21,False,2,48,40,43,Fail
Female,17,5,55000.0,3.5,0.78,8.1,3.0,61,False,3,80,65,68,Pass
Female,17,6,40000.0,6.1,0.858,8.0,5.0,77,False,3,100,92,87,Pass
Female,17,1,20000.0,5.2,0.928,8.2,5.0,31,False,4,72,59,69,Pass
Male,19,2,15000.0,2.9,0.866,7.9,4.0,37,True,2,67,44,43,Fail
Female,15,1,15000.0,2.8,0.819,7.4,5.0,37,True,2,71,43,39,Fail
Male,17,3,55000.0,3.7,0.824,6.0,4.0,45,False,3,52,37,52,Fail
Male,17,5,60000.0,4.1,0.87,6.0,8.0,26,True,3,47,50,59,Fail
Female,19,2,20000.0,2.6,0.861,7.2,5.0,10,True,1,35,33,34,Fail
Female,18,2,25000.0,3.1,0.904,8.6,5.0,53,True,3,66,78,69,Pass
Male,20,4,55000.0,3.3,0.928,6.6,4.0,49,False,4,65,48,63,Fail
Female,17,2,15000.0,2.9,0.866,7.2,4.0,50,False,3,52,49,63,Fail
Female,18,2,35000.0,2.7,0.873,7.7,6.0,31,False,3,37,28,59,Fail
Male,20,5,90000.0,3.9,0.948,7.9,5.0,40,False,4,62,83,59,Pass
Male,19,3,35000.0,3.3,0.834,8.2,6.0,45,False,3,61,58,39,Fail
Female,17,5,60000.0,3.7,0.891,8.0,6.0,79,True,3,72,99,77,Pass
Male,19,5,60000.0,3.7,0.927,7.8,6.0,54,False,3,55,56,64,Fail
Male,18,6,,3.7,0.868,8.5,4.0,77,True,4,100,99,94,Pass
Male,17,7,45000.0,4.2,0.933,7.2,6.0,71,False,4,75,65,56,Pass
Female,17,5,30000.0,3.4,0.826,7.6,5.0,53,False,3,51,59,58,Fail
Male,20,6,105000.0,4.3,0.825,7.7,6.0,52,False,2,29,70,51,Fail
Male,16,5,95000.0,4.3,0.937,7.5,,53,False,3,78,68,76,Pass
Male,18,2,35000.0,2.6,0.892,8.6,4.0,34,True,3,66,55,52,Fail
Male,21,3,35000.0,3.0,0.879,6.4,5.0,31,True,4,67,73,42,Pass
Female,19,5,65000.0,3.8,0.942,6.6,5.0,35,False,4,63,58,48,Fail
Female,17,6,20000.0,4.0,0.815,8.6,3.0,76,True,3,99,92,100,Pass
Female,15,2,50000.0,2.6,0.847,7.7,5.0,47,True,3,69,75,82,Pass
Female,19,6,50000.0,3.9,0.841,,2.0,59,True,4,88,100,82,Pass
Male,20,1,15000.0,2.8,0.922,6.7,6.0,27,True,4,62,58,54,Fail
Female,21,2,20000.0,3.9,0.881,6.5,3.0,55,False,2,56,75,66,Pass
Female,21,3,35000.0,3.3,0.9,7.3,5.0,21,False,3,45,52,32,Fail
Female,18,2,25000.0,2.7,0.953,7.6,,45,True,3,79,68,73,Pass
Female,18,4,35000.0,3.8,0.811,8.4,4.0,56,False,2,75,67,53,Pass
Male,19,3,90000.0,3.5,0.845,7.8,7.0,33,True,3,43,55,44,Fail
Female,17,5,30000.0,4.0,0.87,7.8,4.0,71,True,2,86,79,72,Pass
Male,18,5,35000.0,4.1,0.877,6.8,6.0,58,True,2,82,78,51,Pass
Female,19,6,70000.0,4.3,0.915,7.6,7.0,40,True,3,92,73,61,Pass
Male,19,4,15000.0,4.8,0.94,,7.0,41,False,2,59,42,43,Fail
Female,19,5,75000.0,3.8,0.863,9.1,5.0,45,False,3,50,75,76,Pass
Female,15,2,35000.0,3.0,0.933,8.4,3.0,53,False,2,74,45,50,Fail
Female,19,6,90000.0,3.9,0.896,7.4,5.0,64,True,2,84,85,73,Pass
Male,20,5,105000.0,4.6,0.95,6.9,7.0,48,True,4,77,75,64,Pass
Female,20,4,50000.0,3.4,1.0,6.7,4.0,50,False,2,51,71,57,Fail
Female,17,6,85000.0,3.8,0.877,7.5,6.0,35,False,4,43,40,42,Fail
Female,16,6,95000.0,4.3,0.961,8.5,9.0,52,False,3,55,47,26,Fail
Female,17,4,130000.0,6.2,0.885,7.6,4.0,36,True,4,79,93,100,Pass
Female,17,2,25000.0,2.7,0.915,7.9,5.0,29,False,2,38,56,25,Fail
Female,19,5,55000.0,4.5,0.903,7.8,5.0,58,True,3,81,89,88,Pass
Male,18,1,25000.0,3.0,0.943,7.7,5.0,27,False,2,52,30,43,Fail
Male,16,3,40000.0,3.1,0.95,8.2,5.0,43,False,3,55,63,58,Fail
Female,16,5,40000.0,4.1,0.879,8.5,3.0,66,False,1,86,88,57,Pass
Female,17,2,35000.0,3.0,0.783,6.9,7.0,59,True,3,67,53,75,Pass
Male,19,7,50000.0,5.6,0.858,6.2,7.0,75,False,3,60,86,72,Pass
Male,18,5,45000.0,3.9,0.922,6.3,6.0,45,False,4,51,58,45,Fail
Male,21,3,75000.0,4.0,1.0,6.7,5.0,39,False,3,42,48,66,Fail
Female,19,6,60000.0,4.6,0.907,8.2,5.0,77,False,3,81,68,78,Pass
Female,20,2,40000.0,3.5,0.883,6.8,7.0,42,False,2,30,34,37,Fail
Female,16,2,15000.0,3.4,0.88,7.0,4.0,58,False,2,65,76,51,Pass
Male,19,4,50000.0,3.3,0.847,7.5,6.0,49,False,2,57,60,36,Fail
Male,17,4,20000.0,3.2,0.943,,6.0,23,False,3,51,30,33,Fail
Female,19,3,45000.0,3.9,0.974,8.0,5.0,41,True,4,86,55,50,Pass
Male,20,3,75000.0,5.7,1.0,6.8,8.0,36,True,3,77,85,91,Pass
Male,17,2,40000.0,3.6,0.904,7.3,4.0,52,True,3,76,83,67,Pass
Male,18,3,15000.0,3.2,0.936,,3.0,51,False,2,66,64,44,Fail
Female,16,3,35000.0,3.3,0.848,7.9,,44,False,2,64,55,70,Pass
Female,18,4,25000.0,5.6,0.914,8.3,5.0,50,True,3,99,85,97,Pass
Male,18,2,60000.0,4.6,0.939,8.5,7.0,50,False,3,75,61,65,Pass
Male,16,3,35000.0,3.9,0.943,8.6,3.0,43,False,1,66,65,62,Pass
Female,20,5,50000.0,3.8,0.811,9.1,3.0,56,True,3,85,79,75,Pass
Male,20,4,55000.0,3.1,0.827,8.3,5.0,52,False,3,63,46,61,Fail
Male,22,4,40000.0,3.5,0.947,7.2,5.0,57,False,2,60,67,58,Pass
Male,17,4,45000.0,3.2,0.975,6.6,6.0,43,True,2,67,64,63,Pass
Male,18,1,15000.0,4.7,0.959,7.8,4.0,45,False,3,68,71,80,Pass
Female,17,2,25000.0,3.4,0.996,8.6,6.0,42,False,4,39,53,60,Fail
Female,15,2,20000.0,2.8,0.877,8.9,5.0,56,False,2,52,43,54,Fail
Male,17,5,40000.0,5.4,0.794,7.8,7.0,42,False,3,52,66,52,Fail
Female,19,3,15000.0,3.2,1.0,5.0,5.0,43,False,2,52,29,35,Fail
Male,20,4,35000.0,3.8,0.804,6.3,7.0,56,False,3,49,45,42,Fail
Female,16,4,20000.0,3.5,0.941,7.3,5.0,44,True,3,70,67,78,Pass
Male,17,5,30000.0,4.3,0.864,8.2,5.0,60,False,3,47,82,70,Pass
Male,18,2,55000.0,3.4,0.923,7.3,5.0,32,False,3,40,40,41,Fail
Female,15,3,30000.0,3.1,0.871,9.2,3.0,59,False,4,73,80,74,Pass
Female,20,4,35000.0,3.5,0.879,7.7,4.0,67,True,3,76,90,100,Pass
Female,18,5,135000.0,4.5,0.823,7.2,4.0,56,False,3,61,60,59,Pass
Female,18,2,30000.0,3.8,0.862,6.9,4.0,36,False,2,50,61,38,Fail
Female,19,3,40000.0,3.2,0.836,6.1,4.0,53,False,2,48,37,44,Fail
Female,19,2,25000.0,2.8,0.937,8.4,2.0,58,False,3,72,76,71,Pass
Male,19,1,15000.0,3.1,0.815,8.5,4.0,28,False,2,50,47,38,Fail
Male,17,5,95000.0,3.6,0.816,7.7,4.0,39,False,3,47,40,48,Fail
Female,21,2,40000.0,2.9,0.816,7.6,3.0,26,False,3,46,37,30,Fail
Female,19,6,140000.0,4.1,0.887,9.2,4.0,69,True,2,90,91,99,Pass
Female,18,2,20000.0,3.4,0.942,7.1,6.0,40,False,3,56,33,48,Fail
Male,19,6,220000.0,4.3,1.0,7.3,4.0,76,True,5,100,100,100,Pass
Male,18,2,20000.0,3.1,0.912,7.4,8.0,45,False,2,48,18,30,Fail
Male,15,5,60000.0,4.1,0.863,9.0,,58,True,3,86,89,95,Pass
Female,18,4,30000.0,3.9,0.835,8.6,4.0,33,False,3,74,69,53,Pass
Male,21,3,25000.0,2.9,0.845,6.4,6.0,43,False,3,27,33,28,Fail
Female,19,2,70000.0,3.6,0.835,,3.0,41,False,3,48,51,49,Fail
Male,18,3,50000.0,4.3,0.893,7.3,5.0,50,False,3,63,66,64,Pass
Male,18,2,25000.0,2.6,0.889,8.3,5.0,48,True,3,83,64,66,Pass
Female,19,2,70000.0,2.8,0.885,7.7,5.0,45,False,3,55,51,52,Fail
Male,18,4,40000.0,3.4,0.962,6.5,3.0,45,True,3,77,66,61,Pass
Female,20,5,40000.0,3.6,0.845,7.9,4.0,83,True,3,91,95,100,Pass
Male,20,5,20000.0,4.2,1.0,8.0,6.0,51,False,3,65,73,56,Pass
Female,19,2,15000.0,6.8,0.942,7.7,6.0,18,False,3,75,67,78,Pass
Female,20,2,25000.0,3.2,0.959,8.7,5.0,51,False,2,42,59,61,Fail
Female,17,5,110000.0,3.5,0.891,,4.0,50,True,3,73,77,61,Pass
Male,18,4,65000.0,4.6,0.906,7.1,5.0,23,False,3,46,54,58,Fail
Male,16,2,30000.0,3.9,0.963,8.5,6.0,32,False,3,71,43,43,Fail
Female,17,3,15000.0,3.3,0.87,9.7,4.0,49,False,2,77,44,74,Pass
Female,16,3,60000.0,4.3,0.959,6.2,5.0,48,False,2,73,57,55,Pass
Female,17,3,35000.0,3.5,0.943,9.2,6.0,49,False,2,51,52,64,Fail
Female,16,6,65000.0,4.9,0.897,6.4,6.0,66,False,4,76,63,66,Pass
Female,18,5,90000.0,4.0,0.956,7.2,8.0,40,False,4,58,52,56,Fail
Female,21,5,25000.0,4.0,0.928,8.1,4.0,58,False,3,77,87,63,Pass
Female,18,2,35000.0,3.1,0.922,6.5,7.0,42,False,3,46,33,17,Fail
Female,16,3,15000.0,3.4,0.895,7.8,7.0,47,True,3,63,57,75,Pass
Female,20,5,65000.0,3.6,0.955,6.3,5.0,67,False,3,68,64,65,Pass
Female,19,3,40000.0,3.5,0.857,7.4,5.0,44,True,1,73,61,69,Pass
Female,21,4,45000.0,4.3,0.867,6.5,8.0,43,True,3,69,56,45,Fail
Male,21,3,30000.0,3.1,0.972,5.6,8.0,31,False,3,21,18,17,Fail
Male,15,5,135000.0,3.5,0.87,,2.0,51,True,4,100,100,88,Pass
Female,20,3,25000.0,3.9,0.853,8.3,,35,False,3,57,46,51,Fail
Female,17,2,15000.0,2.7,0.8,7.4,5.0,48,True,3,50,52,56,Fail
Male,19,3,65000.0,3.2,0.925,7.2,4.0,47,False,3,58,60,66,Pass
Female,18,4,35000.0,3.3,0.828,6.9,3.0,45,False,3,63,74,46,Pass
Female,21,5,200000.0,4.0,0.866,6.8,,67,True,4,74,90,93,Pass
Female,20,2,15000.0,2.6,0.818,9.0,3.0,57,True,3,84,82,67,Pass
Female,21,4,50000.0,7.6,0.988,6.3,8.0,21,False,2,48,59,64,Fail
Male,21,5,120000.0,3.8,0.877,7.5,7.0,48,False,3,39,54,58,Fail
Male,20,1,15000.0,2.7,0.983,6.3,6.0,23,False,3,25,52,32,Fail
Male,17,2,20000.0,3.2,0.835,7.8,,41,False,2,40,32,36,Fail
Female,21,5,65000.0,5.1,0.958,7.5,6.0,33,False,3,77,91,39,Pass
Male,20,2,20000.0,3.6,0.89,7.3,7.0,24,False,3,29,30,43,Fail
Female,15,3,45000.0,3.8,1.0,9.0,3.0,60,False,4,77,85,83,Pass
Female,18,6,50000.0,4.5,0.833,7.0,5.0,55,False,3,78,54,43,Fail
Female,16,5,15000.0,4.2,0.861,7.5,5.0,50,False,2,66,48,62,Fail
Female,20,2,15000.0,3.1,0.949,7.5,4.0,64,False,2,62,51,59,Fail
Female,17,1,20000.0,2.9,0.827,9.2,5.0,48,True,3,63,65,65,Pass
Female,21,4,85000.0,3.7,0.861,7.3,5.0,50,False,2,71,56,54,Pass
Male,20,6,75000.0,3.8,0.837,7.3,7.0,41,False,3,36,47,40,Fail
Male,19,3,,3.0,0.822,7.6,5.0,30,False,3,39,21,56,Fail
Female,19,2,80000.0,3.8,0.783,7.0,7.0,23,True,3,57,48,36,Fail
Male,21,5,60000.0,3.7,0.979,8.4,6.0,47,False,3,52,58,56,Fail
Female,17,5,40000.0,4.0,0.841,7.3,5.0,66,False,4,65,60,69,Pass
Male,17,5,55000.0,3.8,0.887,9.1,4.0,38,True,3,72,79,98,Pass
Female,17,7,80000.0,6.3,1.0,7.3,8.0,38,True,3,77,97,88,Pass
Male,20,5,100000.0,3.5,0.898,8.1,3.0,70,False,4,98,82,71,Pass
Female,16,5,20000.0,3.4,0.906,8.6,3.0,73,False,3,74,96,71,Pass
Male,17,6,,7.3,0.782,7.1,6.0,66,False,3,89,94,83,Pass
Female,18,2,50000.0,2.8,0.861,8.3,3.0,46,False,3,56,45,71,Fail
Male,21,3,25000.0,3.6,0.865,6.1,6.0,52,False,2,39,36,51,Fail
Female,15,5,30000.0,4.6,1.0,8.8,3.0,61,False,3,79,77,73,Pass
Male,17,5,95000.0,3.6,0.942,8.4,5.0,51,True,3,60,65,79,Pass
Female,15,4,15000.0,4.5,0.839,7.5,6.0,51,True,3,83,75,58,Pass
Female,16,2,15000.0,3.1,0.924,7.4,5.0,30,True,2,69,64,59,Pass
Female,20,5,75000.0,4.0,0.964,8.4,4.0,64,True,3,94,100,100,Pass
Female,16,5,55000.0,6.0,0.965,5.3,9.0,50,False,2,38,43,30,Fail
Female,18,2,25000.0,4.0,0.9,6.7,6.0,46,False,3,56,38,55,Fail
Female,15,5,55000.0,4.7,0.935,7.0,5.0,49,False,2,78,68,58,Pass
Male,19,5,105000.0,5.8,0.967,7.2,6.0,59,True,4,100,100,91,Pass
Female,18,2,30000.0,4.8,0.907,6.6,6.0,36,False,3,67,41,57,Fail
Male,19,2,75000.0,3.4,0.871,7.9,5.0,64,False,3,61,60,67,Pass
Female,17,6,100000.0,4.2,0.931,8.0,4.0,52,True,2,100,69,81,Pass
Male,18,5,90000.0,4.3,0.83,8.0,4.0,54,False,3,68,72,84,Pass
Male,18,1,55000.0,3.1,0.77,8.8,2.0,47,False,3,65,68,57,Pass
Female,15,5,50000.0,4.6,0.952,8.0,3.0,44,True,3,94,80,96,Pass
Male,17,3,35000.0,3.1,0.87,8.0,5.0,44,False,2,56,49,37,Fail
Male,18,2,25000.0,3.5,0.945,6.1,6.0,51,False,3,52,51,72,Fail
Male,18,5,90000.0,4.4,0.971,6.2,7.0,47,False,3,64,56,49,Fail
Female,21,5,45000.0,5.2,1.0,7.3,7.0,55,False,2,75,65,64,Pass
Male,19,4,70000.0,3.2,0.792,7.5,5.0,38,False,3,57,44,29,Fail
Male,21,3,55000.0,4.4,0.873,7.5,7.0,29,False,3,55,38,40,Fail
Female,19,5,60000.0,4.5,0.99,8.5,6.0,32,True,4,93,79,67,Pass
Female,17,5,15000.0,3.8,0.862,8.2,6.0,72,False,2,80,67,57,Pass
Male,18,3,40000.0,3.0,0.804,7.4,3.0,24,True,3,49,55,60,Fail
Female,19,6,95000.0,4.9,0.874,8.3,3.0,55,True,3,88,96,98,Pass
Male,22,6,45000.0,4.2,0.83,7.1,5.0,55,False,2,52,52,56,Fail
Female,16,4,85000.0,3.3,0.842,8.6,4.0,42,True,4,90,69,74,Pass
Male,15,2,55000.0,3.1,0.853,8.6,6.0,46,True,3,69,74,57,Pass
Male,19,3,30000.0,3.9,0.811,8.2,6.0,70,True,2,73,77,66,Pass
Male,20,2,15000.0,2.9,0.863,7.6,7.0,55,True,3,55,67,58,Pass
Female,17,3,15000.0,3.6,0.81,8.6,5.0,27,False,3,49,57,32,Fail
Male,17,5,45000.0,5.1,0.951,8.7,7.0,58,False,3,71,62,67,Pass
Female,19,2,20000.0,3.2,0.891,8.3,4.0,33,False,2,57,60,38,Fail
Female,18,2,20000.0,2.7,0.976,9.1,5.0,56,False,3,60,61,51,Fail
Female,19,4,65000.0,4.9,0.968,8.1,5.0,45,True,2,71,92,76,Pass
Female,17,3,55000.0,3.6,0.827,6.9,5.0,45,False,3,64,46,34,Fail
Male,16,3,25000.0,3.0,0.884,7.3,4.0,36,False,2,51,54,32,Fail
Male,21,5,110000.0,3.7,0.921,8.5,4.0,49,True,2,96,80,88,Pass
Male,15,5,55000.0,5.8,0.975,6.9,5.0,39,False,4,57,65,89,Pass
Female,17,2,15000.0,2.7,0.922,7.2,7.0,63,False,2,60,28,38,Fail
Male,18,2,45000.0,3.3,0.732,8.8,5.0,23,True,3,63,45,50,Fail
Female,19,6,90000.0,3.8,0.937,7.0,8.0,66,True,3,55,60,67,Pass
Female,21,5,35000.0,3.5,0.948,6.4,5.0,72,False,3,59,56,88,Pass
Female,20,5,80000.0,6.9,0.999,7.7,8.0,54,False,3,86,75,80,Pass
Female,18,5,20000.0,3.7,0.859,5.0,6.0,74,False,3,60,50,54,Fail
Male,18,4,45000.0,4.1,0.97,8.1,4.0,49,False,2,66,69,67,Pass
Male,20,6,135000.0,5.1,1.0,8.0,4.0,50,False,3,62,89,83,Pass
Female,18,3,35000.0,3.4,0.843,8.1,5.0,42,True,4,68,71,69,Pass
Male,20,5,45000.0,5.0,0.971,6.9,8.0,63,False,3,55,65,68,Pass
Female,16,6,150000.0,3.8,0.887,7.3,6.0,51,False,5,55,50,52,Fail
Female,18,2,65000.0,3.3,0.867,6.4,6.0,29,False,3,39,29,33,Fail
Male,16,5,60000.0,4.4,0.788,8.1,6.0,43,False,3,68,46,55,Fail
Male,16,3,85000.0,4.2,0.814,7.3,,54,True,3,79,69,84,Pass
Male,18,2,15000.0,2.8,0.86,8.3,5.0,38,False,2,57,34,30,Fail
Male,18,2,30000.0,2.9,0.95,8.5,3.0,38,False,4,87,66,57,Pass
Female,20,2,25000.0,2.8,0.766,7.4,5.0,29,False,2,52,21,32,Fail
Female,18,4,50000.0,3.6,0.934,7.6,6.0,58,False,2,64,43,48,Fail
Male,20,5,20000.0,3.7,0.991,6.2,5.0,30,False,2,41,38,44,Fail
Female,19,5,30000.0,3.4,0.884,8.5,4.0,52,False,3,58,63,64,Pass
Male,18,2,20000.0,2.7,0.91,7.8,4.0,55,True,3,63,62,86,Pass
Female,17,4,60000.0,3.5,0.794,7.9,4.0,54,False,4,55,56,57,Fail
Female,19,6,80000.0,4.3,0.802,6.8,7.0,58,False,3,40,69,47,Fail
Male,20,3,30000.0,2.9,0.912,8.0,3.0,58,True,3,93,61,70,Pass
Female,17,6,125000.0,3.8,0.915,8.3,7.0,54,True,4,80,75,83,Pass
Female,18,4,20000.0,3.7,0.924,7.6,5.0,46,False,3,64,50,46,Fail
Male,20,5,75000.0,3.7,0.867,7.0,7.0,61,True,3,69,72,72,Pass
Male,22,4,35000.0,5.6,0.911,8.0,6.0,53,False,4,72,68,72,Pass
Female,20,5,50000.0,4.7,0.963,7.5,6.0,44,False,2,57,60,65,Pass
Male,17,1,20000.0,3.5,0.922,8.5,4.0,31,False,3,52,59,58,Fail
Male,17,3,35000.0,3.4,0.793,6.7,5.0,37,False,3,62,54,42,Fail
Male,18,6,55000.0,4.4,0.912,6.4,6.0,47,False,3,41,58,51,Fail
Female,20,2,15000.0,2.7,0.87,6.5,4.0,36,False,2,38,24,34,Fail
Male,15,5,40000.0,4.4,0.826,8.8,5.0,48,False,3,74,75,73,Pass
Female,16,4,40000.0,3.8,0.948,8.5,3.0,37,False,3,50,71,57,Fail
Male,18,3,45000.0,3.8,0.905,8.2,6.0,54,False,3,68,56,58,Pass
Male,18,5,40000.0,3.6,0.85,7.0,3.0,53,True,3,64,74,84,Pass
Female,22,5,40000.0,3.5,0.804,6.9,5.0,61,False,3,61,64,58,Pass
Male,19,7,220000.0,4.9,0.985,7.2,5.0,66,True,5,100,100,87,Pass
Female,20,6,240000.0,3.7,0.924,7.3,4.0,59,False,3,90,63,68,Pass
Male,19,1,20000.0,2.5,0.817,7.3,4.0,32,False,3,40,53,30,Fail
Female,18,2,20000.0,2.8,0.85,9.2,3.0,36,False,2,58,60,57,Fail
Male,19,5,40000.0,6.6,1.0,7.2,7.0,31,False,2,51,43,41,Fail
Female,18,5,30000.0,5.0,0.947,7.2,5.0,77,False,3,87,88,90,Pass
Male,19,1,40000.0,4.0,0.921,8.5,4.0,53,True,3,86,72,80,Pass
Female,18,3,25000.0,3.4,0.806,9.0,5.0,43,True,2,72,63,67,Pass
Male,17,1,40000.0,2.3,0.808,9.0,1.0,49,False,2,68,40,50,Fail
Male,18,2,30000.0,3.2,0.954,9.0,3.0,58,True,4,94,97,80,Pass
Female,18,1,15000.0,3.9,1.0,8.9,3.0,58,False,2,74,76,73,Pass
Male,19,6,50000.0,4.5,0.954,5.0,6.0,45,True,4,64,85,67,Pass
Male,20,5,50000.0,3.9,0.877,8.9,5.0,70,False,3,86,88,66,Pass
Female,21,2,60000.0,2.6,0.926,7.7,4.0,33,False,3,60,52,54,Fail
Female,20,2,15000.0,3.3,0.838,6.9,5.0,26,False,3,20,22,31,Fail
Female,16,5,225000.0,5.3,0.843,7.1,9.0,38,False,5,44,56,57,Fail
Female,16,6,,3.8,0.936,10.0,3.0,43,False,3,74,83,74,Pass
Male,18,2,15000.0,2.9,0.756,6.3,5.0,31,False,3,30,31,24,Fail
Male,21,7,155000.0,5.5,1.0,6.6,6.0,41,False,4,63,73,62,Pass
Female,19,2,35000.0,2.6,1.0,7.2,,32,False,3,50,39,23,Fail
Male,17,2,25000.0,2.8,0.836,7.4,3.0,30,False,3,58,42,34,Fail
Male,16,3,40000.0,3.2,0.919,8.6,6.0,50,False,3,63,67,58,Pass
Male,19,2,35000.0,3.1,0.917,6.8,4.0,40,True,2,65,53,42,Fail
Male,17,5,30000.0,3.6,0.895,7.9,5.0,56,False,2,63,67,62,Pass
Male,17,5,45000.0,3.6,0.881,8.7,7.0,43,False,3,50,50,54,Fail
Male,19,1,20000.0,2.8,0.781,8.7,4.0,40,False,3,27,41,44,Fail
Female,19,5,155000.0,3.9,0.94,7.5,6.0,51,True,5,71,96,91,Pass
Female,17,2,15000.0,2.6,0.889,9.1,5.0,23,False,3,50,38,40,Fail
Female,18,3,35000.0,4.2,0.824,6.5,7.0,62,False,3,41,50,62,Fail
Male,20,4,80000.0,3.4,0.92,9.1,6.0,37,False,3,55,69,65,Pass
Male,20,6,130000.0,4.2,0.908,7.4,5.0,59,True,5,86,77,84,Pass
Female,18,2,45000.0,4.1,0.879,8.0,5.0,77,True,2,87,88,99,Pass
Male,17,6,60000.0,4.0,0.948,9.2,6.0,57,True,4,95,75,93,Pass
Male,19,6,145000.0,3.8,0.955,7.2,5.0,63,False,4,71,100,51,Pass
Female,20,3,15000.0,2.9,0.929,6.9,5.0,56,False,3,55,48,67,Fail
Female,18,5,60000.0,4.0,0.839,8.6,3.0,70,True,3,100,100,100,Pass
Male,19,7,80000.0,4.5,0.922,,5.0,75,False,2,54,77,90,Pass
Female,18,1,15000.0,3.0,0.988,8.2,5.0,30,False,4,83,57,57,Pass
Female,16,2,30000.0,3.0,0.862,,9.0,41,False,2,33,21,32,Fail
Female,16,4,30000.0,4.0,0.899,6.9,7.0,29,False,3,38,40,52,Fail
Male,18,5,85000.0,3.9,0.843,8.4,4.0,46,False,3,70,70,60,Pass
Female,21,5,60000.0,4.8,0.97,6.2,6.0,33,True,3,67,74,61,Pass
Female,15,4,35000.0,4.2,0.954,6.7,5.0,72,False,2,60,69,62,Pass
Male,20,3,50000.0,3.5,0.919,7.5,5.0,32,False,4,46,45,60,Fail
Female,15,3,35000.0,3.9,0.839,8.4,5.0,67,False,4,73,53,73,Pass
Female,19,5,40000.0,3.9,0.867,7.2,6.0,52,False,3,48,51,66,Fail
Male,15,3,25000.0,3.1,0.957,7.0,5.0,39,False,3,55,57,52,Fail
